Date,Close
7/30/2020,1538.37
7/31/2020,1487.95
8/3/2020,1482.76
8/4/2020,1473.3
8/5/2020,1479.09
8/6/2020,1504.95
8/7/2020,1498.37
8/10/2020,1496.82
8/11/2020,1480.54
8/12/2020,1507.24
8/13/2020,1516.65
8/14/2020,1504.63
8/17/2020,1516.24
8/18/2020,1555.78
8/19/2020,1544.61
8/20/2020,1576.25
8/21/2020,1575.57
8/24/2020,1585.15
8/25/2020,1605.85
8/26/2020,1644.13
8/27/2020,1628.52
8/28/2020,1639.43
8/31/2020,1629.53
9/1/2020,1655.08
9/2/2020,1717.39
9/3/2020,1629.51
9/4/2020,1581.21
9/8/2020,1523.6
9/9/2020,1547.23
9/10/2020,1526.05
9/11/2020,1515.76
9/14/2020,1508.83
9/15/2020,1535.12
9/16/2020,1512.09
9/17/2020,1487.04
9/18/2020,1451.09
9/21/2020,1430.14
9/22/2020,1459.82
9/23/2020,1409.39
9/24/2020,1422.86
9/25/2020,1439.06
9/28/2020,1458.66
9/29/2020,1466.02
9/30/2020,1465.6
10/1/2020,1487.9
10/2/2020,1455.6
10/5/2020,1482.83
10/6/2020,1451.02
10/7/2020,1459.14
10/8/2020,1483.43
10/9/2020,1510.45
10/12/2020,1564.59
10/13/2020,1567.07
10/14/2020,1563.44
10/15/2020,1555.47
10/16/2020,1567.7
10/19/2020,1529.95
10/20/2020,1551.08
10/21/2020,1585.99
10/22/2020,1606.66
10/23/2020,1632.98
10/26/2020,1584.29
10/27/2020,1598.88
10/28/2020,1510.8
