Date,Price,Open,High,Low,Vol.,Change %
29-Feb-20,4.06,4.16,4.35,4.06,15.53M,-2.45%
28-Feb-20,4.16,3.96,4.23,3.75,22.50M,5.64%
27-Feb-20,3.94,3.56,4.13,3.42,22.36M,10.60%
26-Feb-20,3.56,3.49,3.85,3.31,25.74M,2.08%
25-Feb-20,3.49,3.92,3.95,3.49,14.27M,-11.03%
24-Feb-20,3.92,4.25,4.29,3.8,10.06M,-7.72%
23-Feb-20,4.25,4.11,4.37,4.07,6.70M,3.59%
22-Feb-20,4.11,4.27,4.35,4.06,7.88M,-3.91%
21-Feb-20,4.27,4.27,4.5,4.19,9.27M,0.13%
20-Feb-20,4.27,4.39,4.48,4.08,13.95M,-2.87%
19-Feb-20,4.39,4.54,4.83,4.23,12.63M,-3.31%
18-Feb-20,4.54,4.31,4.64,4.14,14.37M,5.49%
17-Feb-20,4.31,4.46,4.55,3.85,23.11M,-3.39%
16-Feb-20,4.46,4.3,4.86,4.05,27.32M,3.57%
15-Feb-20,4.3,4.43,4.62,4.07,19.21M,-2.74%
14-Feb-20,4.43,3.88,4.49,3.8,12.52M,14.00%
13-Feb-20,3.88,4,4.11,3.72,10.35M,-2.94%
12-Feb-20,4,3.99,4.2,3.85,16.60M,0.27%
11-Feb-20,3.99,3.39,4,3.35,14.13M,17.80%
10-Feb-20,3.39,3.49,3.49,3.29,8.39M,-3.12%
9-Feb-20,3.49,3.42,3.5,3.24,7.59M,2.14%
8-Feb-20,3.42,3.3,3.48,3.13,12.71M,3.56%
7-Feb-20,3.3,2.89,3.37,2.89,18.31M,14.25%
6-Feb-20,2.89,2.84,2.94,2.8,5.13M,1.81%
5-Feb-20,2.84,2.74,2.88,2.73,4.83M,3.48%
4-Feb-20,2.74,2.78,2.8,2.74,4.97M,-1.09%
3-Feb-20,2.78,2.82,2.87,2.75,3.64M,-1.71%
2-Feb-20,2.82,2.84,2.89,2.74,3.88M,-0.44%
1-Feb-20,2.84,2.83,2.88,2.75,3.05M,0.36%
31-Jan-20,2.83,2.91,2.92,2.77,4.37M,-3.03%
30-Jan-20,2.91,2.78,2.94,2.72,6.66M,4.83%
29-Jan-20,2.78,2.65,2.83,2.64,5.88M,4.78%
28-Jan-20,2.65,2.61,2.67,2.59,3.34M,1.81%
27-Jan-20,2.61,2.57,2.68,2.57,3.81M,1.24%
26-Jan-20,2.57,2.44,2.58,2.43,2.08M,5.32%
25-Jan-20,2.44,2.5,2.51,2.42,1.97M,-2.10%
24-Jan-20,2.5,2.47,2.53,2.37,4.51M,1.14%
23-Jan-20,2.47,2.65,2.65,2.43,5.33M,-6.73%
22-Jan-20,2.65,2.67,2.69,2.62,1.93M,-1.05%
21-Jan-20,2.67,2.69,2.74,2.57,3.65M,-0.67%
20-Jan-20,2.69,2.62,2.74,2.55,4.73M,2.71%
19-Jan-20,2.62,2.77,2.85,2.54,7.71M,-5.22%
18-Jan-20,2.77,2.7,2.79,2.58,5.57M,2.25%
17-Jan-20,2.7,2.49,2.86,2.46,14.47M,8.48%
16-Jan-20,2.49,2.4,2.51,2.29,5.77M,3.75%
15-Jan-20,2.4,2.38,2.56,2.34,8.02M,0.82%
14-Jan-20,2.38,2.19,2.47,2.18,8.73M,8.68%
13-Jan-20,2.19,2.24,2.24,2.16,2.38M,-1.98%
12-Jan-20,2.24,2.28,2.32,2.21,3.20M,-1.87%
11-Jan-20,2.28,2.23,2.35,2.22,5.67M,2.44%
10-Jan-20,2.23,2.19,2.25,2.15,5.05M,1.79%
9-Jan-20,2.19,2.19,2.23,2.1,6.23M,0.00%
8-Jan-20,2.19,2.1,2.35,2.1,14.64M,3.79%
7-Jan-20,2.11,1.94,2.14,1.9,8.86M,8.96%
6-Jan-20,1.94,1.8,1.94,1.79,3.97M,7.81%
5-Jan-20,1.8,1.82,1.84,1.79,1.73M,-1.58%
4-Jan-20,1.82,1.8,1.84,1.78,1.40M,1.20%
3-Jan-20,1.8,1.74,1.83,1.7,1.98M,3.65%
2-Jan-20,1.74,1.81,1.82,1.71,1.53M,-3.65%
1-Jan-20,1.81,1.77,1.85,1.76,1.24M,2.20%
31-Dec-19,1.77,1.82,1.83,1.76,1.78M,-3.21%
30-Dec-19,1.82,1.9,1.9,1.81,1.27M,-3.82%
29-Dec-19,1.9,1.87,1.92,1.85,1.59M,1.24%
28-Dec-19,1.87,1.88,1.9,1.86,1.47M,0.00%
27-Dec-19,1.88,1.85,1.93,1.85,2.63M,1.18%
26-Dec-19,1.85,1.78,1.96,1.77,2.89M,3.97%
25-Dec-19,1.78,1.84,1.85,1.76,1.69M,-3.27%
24-Dec-19,1.84,1.86,1.88,1.82,2.59M,-1.05%
23-Dec-19,1.86,1.92,1.95,1.85,3.17M,-2.71%
22-Dec-19,1.92,1.86,1.94,1.85,3.14M,2.82%
21-Dec-19,1.86,1.92,1.92,1.86,2.50M,-2.74%
20-Dec-19,1.92,1.81,1.92,1.79,3.61M,6.10%
19-Dec-19,1.81,1.87,1.89,1.75,5.55M,-3.73%
18-Dec-19,1.87,1.76,1.89,1.62,9.62M,6.79%
17-Dec-19,1.76,1.97,2,1.72,8.36M,-11.09%
16-Dec-19,1.97,2.07,2.08,1.97,2.96M,-4.68%
15-Dec-19,2.07,1.99,2.12,1.96,3.17M,3.87%
14-Dec-19,1.99,2.07,2.09,1.97,2.29M,-3.86%
13-Dec-19,2.07,2.11,2.12,2.06,2.25M,-1.45%
12-Dec-19,2.11,2.18,2.19,2.03,5.55M,-3.29%
11-Dec-19,2.18,2.27,2.3,2.15,5.64M,-3.99%
10-Dec-19,2.27,2.09,2.28,2.06,12.66M,8.27%
9-Dec-19,2.09,2.05,2.1,2.02,3.19M,2.06%
8-Dec-19,2.05,2.04,2.08,2,2.27M,0.57%
7-Dec-19,2.04,2.09,2.11,2.03,2.69M,-2.56%
6-Dec-19,2.09,2.01,2.1,1.97,4.09M,3.96%
5-Dec-19,2.01,2.03,2.07,1.96,5.91M,-0.90%
4-Dec-19,2.03,2.12,2.15,2,7.20M,-4.28%
3-Dec-19,2.12,2.09,2.19,2.06,4.51M,1.50%
2-Dec-19,2.09,2.16,2.17,2.05,4.00M,-3.14%
1-Dec-19,2.16,2.24,2.24,2.13,4.08M,-3.38%
30-Nov-19,2.24,2.34,2.34,2.2,3.40M,-4.28%
29-Nov-19,2.34,2.27,2.37,2.26,5.20M,2.90%
28-Nov-19,2.27,2.22,2.32,2.17,5.46M,2.02%
27-Nov-19,2.22,2.24,2.28,2.1,8.77M,-0.91%
26-Nov-19,2.24,2.26,2.35,2.15,8.67M,-0.57%
25-Nov-19,2.26,2.22,2.4,2.03,9.51M,1.66%
24-Nov-19,2.22,2.42,2.45,2.2,5.16M,-8.22%
23-Nov-19,2.42,2.35,2.46,2.26,5.49M,3.15%
22-Nov-19,2.35,2.54,2.59,2.14,13.01M,-7.80%
21-Nov-19,2.54,2.7,2.71,2.48,5.38M,-5.64%
20-Nov-19,2.7,2.72,2.79,2.63,4.14M,-0.98%
19-Nov-19,2.72,2.79,2.8,2.58,5.41M,-2.43%
18-Nov-19,2.79,2.91,2.96,2.7,4.27M,-3.93%
17-Nov-19,2.91,2.99,2.99,2.87,2.04M,-3.00%
16-Nov-19,2.99,3.04,3.04,2.91,2.81M,-1.38%
15-Nov-19,3.04,3.04,3.07,2.81,7.47M,-0.21%
14-Nov-19,3.04,3.02,3.16,2.97,8.42M,0.93%
13-Nov-19,3.02,2.82,3.09,2.79,8.22M,7.11%
12-Nov-19,2.82,2.74,2.87,2.73,3.86M,2.51%
11-Nov-19,2.75,2.78,2.78,2.67,2.63M,-1.08%
10-Nov-19,2.78,2.8,2.84,2.74,3.36M,-0.69%
9-Nov-19,2.8,2.71,2.85,2.7,5.78M,2.96%
8-Nov-19,2.71,2.68,2.73,2.63,3.86M,1.14%
7-Nov-19,2.68,2.74,2.75,2.62,4.06M,-2.19%
6-Nov-19,2.74,2.67,2.82,2.65,3.65M,2.63%
5-Nov-19,2.67,2.68,2.69,2.64,2.37M,-0.31%
4-Nov-19,2.68,2.66,2.73,2.63,2.61M,0.90%
3-Nov-19,2.66,2.7,2.71,2.62,1.89M,-1.65%
2-Nov-19,2.7,2.71,2.74,2.68,2.33M,0.00%
1-Nov-19,2.71,2.72,2.79,2.65,4.37M,-0.49%
31-Oct-19,2.72,2.61,2.76,2.54,4.63M,4.32%
30-Oct-19,2.61,2.66,2.68,2.52,4.65M,-2.09%
29-Oct-19,2.66,2.66,2.77,2.64,4.34M,0.00%
28-Oct-19,2.66,2.67,2.88,2.66,9.37M,0.00%
27-Oct-19,2.67,2.74,2.76,2.65,7.20M,-2.82%
26-Oct-19,2.74,2.84,2.99,2.66,15.72M,-3.29%
25-Oct-19,2.84,2.72,2.99,2.62,16.33M,4.10%
24-Oct-19,2.72,2.61,2.77,2.61,11.70M,4.38%
23-Oct-19,2.61,2.61,2.68,2.39,16.21M,0.00%
22-Oct-19,2.61,2.62,2.82,2.57,13.04M,-0.67%
21-Oct-19,2.62,2.44,2.67,2.44,13.37M,7.66%
20-Oct-19,2.44,2.35,2.45,2.29,5.13M,3.49%
19-Oct-19,2.35,2.35,2.39,2.29,5.38M,0.00%
18-Oct-19,2.35,2.41,2.5,2.32,8.45M,-2.51%
17-Oct-19,2.41,2.37,2.48,2.27,11.91M,1.61%
16-Oct-19,2.38,2.39,2.41,2.18,13.77M,-0.41%
15-Oct-19,2.39,2.53,2.59,2.34,7.40M,-5.56%
14-Oct-19,2.53,2.49,2.67,2.45,7.02M,1.56%
13-Oct-19,2.49,2.6,2.64,2.45,6.64M,-3.97%
12-Oct-19,2.59,2.75,2.75,2.56,7.22M,-5.72%
11-Oct-19,2.75,2.63,2.79,2.57,13.42M,4.62%
10-Oct-19,2.63,2.8,2.8,2.48,17.87M,-6.38%
9-Oct-19,2.8,2.58,2.94,2.51,25.07M,8.74%
8-Oct-19,2.58,2.4,2.63,2.27,18.52M,7.66%
7-Oct-19,2.4,2.17,2.49,2.1,15.24M,10.63%
6-Oct-19,2.17,1.96,2.26,1.95,11.48M,10.22%
5-Oct-19,1.96,1.97,1.98,1.91,2.60M,-0.42%
4-Oct-19,1.97,1.94,1.99,1.89,4.08M,1.49%
3-Oct-19,1.94,2.01,2.03,1.89,8.29M,-3.30%
2-Oct-19,2.01,1.83,2.02,1.81,6.70M,10.15%
1-Oct-19,1.83,1.77,1.88,1.75,5.09M,3.31%
30-Sep-19,1.77,1.7,1.77,1.64,4.47M,3.86%
29-Sep-19,1.7,1.68,1.75,1.64,4.25M,1.52%
28-Sep-19,1.68,1.66,1.7,1.63,3.05M,1.16%
27-Sep-19,1.66,1.65,1.68,1.56,5.07M,0.00%
26-Sep-19,1.65,1.75,1.76,1.53,9.18M,-5.63%
25-Sep-19,1.75,1.71,1.93,1.63,10.76M,2.30%
24-Sep-19,1.71,1.8,2.06,1.48,20.00M,-5.01%
23-Sep-19,1.8,1.82,1.88,1.78,3.38M,-0.66%
22-Sep-19,1.82,1.89,1.89,1.77,2.81M,-3.65%
21-Sep-19,1.89,1.82,1.89,1.79,3.34M,3.35%
